Vehicle.Drivetrain.InternalCombustionEngine.MaxTorque,"3427","attribute","uint16","N.m","","","Peak power, in newton meter, that the engine can generate.","","",""
Vehicle.Drivetrain.InternalCombustionEngine.Displacement,"3424","attribute","uint16","cm3","","","Displacement in cubic centimetres.","","",""
Vehicle.Drivetrain.InternalCombustionEngine.Configuration,"3425","attribute","string","","","","Engine configuration.","unknown / straight / V / boxer / W / rotary / radial / square / H / U / opposed / X","",""
Vehicle.Drivetrain.InternalCombustionEngine.FuelType,"3428","attribute","string","","","","Type of fuel that the engine runs on.","unknown / gasoline / diesel / E85 / CNG","",""
Vehicle.Drivetrain.InternalCombustionEngine.MaxPower,"3426","attribute","uint16","kw","","","Peak power, in kilowatts, that engine can generate.","","",""
Vehicle.Drivetrain.BatteryManagement,"4535","branch","","","","","Battery Management data.","","",""
Vehicle.Drivetrain.BatteryManagement.ChargingInlet,"3452","attribute","string","","","","Indicates the primary charging inlet type fitted to the vehicle","unknown / Not_Fitted / AC_Type_1 / AC_Type_2 / AC_GBT / AC_DC_Type_1_Combo / AC_DC_Type_2_Combo / DC_GBT / DC_Chademo","",""
Vehicle.Drivetrain.BatteryManagement.BatteryCapacity,"3450","sensor","int8","percent","0","100","Remaining capacity of the batter pack","","",""
Vehicle.Drivetrain.BatteryManagement.BatteryTemperature,"3449","sensor","float","celsius","","","Temperature of the battery pack","","",""
Vehicle.Drivetrain.BatteryManagement.LowBatteryLevel,"3451","sensor","Boolean","","","","Indicates that the battery level is low","","",""
Vehicle.Media,"4529","branch","","","","","Media service data.","","",""
Vehicle.Media.Items,"","rbranch","","","","","The media item object ...","","",""
Vehicle.Media.Collections,"","rbranch","","","","","The media collections can also be understood as media queues of the renderer. Media collections can only contain playable media like tracks, videos or pictures.","","",""
Vehicle.RoofLoad,"1212","attribute","int16","kg","","","The permitted total weight of cargo and installations (e.g. a roof rack) on top of the vehicle.","","",""
Vehicle.IgnitionOffTime,"1197","sensor","uint32","s","","","Accumulated ignition off time in seconds.","","",""
Vehicle.Cabin,"4558","branch","","","","","All in-cabin components, including doors.","","",""
Vehicle.Cabin.Door,"4596","branch","","","","","All doors, including windows and switches","","",""
Vehicle.Cabin.Door.Count,"3574","attribute","uint8","","","","Number of doors in vehicle","","",""
Vehicle.Cabin.Door.Row1,"4597","branch","","","","","Front doors","","",""
Vehicle.Cabin.Door.Row1.Right,"4601","branch","","","","","Right front door","","",""
Vehicle.Cabin.Door.Row1.Right.IsChildLockActive,"3590","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row1.Right.IsLocked,"3585","actuator","boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row1.Right.Shade,"4603","branch","","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row1.Right.Shade.Position,"3592","actuator","uint8","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row1.Right.Shade.Switch,"3591","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row1.Right.Window,"4602","branch","","","","","Door window status","","",""
Vehicle.Cabin.Door.Row1.Right.Window.Position,"3587","sensor","uint8","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row1.Right.Window.ChildLock,"3588","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row1.Right.Window.Switch,"3589","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row1.Right.Window.isOpen,"3586","sensor","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row1.Right.IsOpen,"3584","actuator","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row1.Left,"4598","branch","","","","","Left front door","","",""
Vehicle.Cabin.Door.Row1.Left.IsChildLockActive,"3581","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row1.Left.IsLocked,"3576","actuator","boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row1.Left.Shade,"4600","branch","","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row1.Left.Shade.Position,"3583","actuator","uint8","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row1.Left.Shade.Switch,"3582","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row1.Left.Window,"4599","branch","","","","","Door window status","","",""
Vehicle.Cabin.Door.Row1.Left.Window.Position,"3578","sensor","uint8","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row1.Left.Window.ChildLock,"3579","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row1.Left.Window.Switch,"3580","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row1.Left.Window.isOpen,"3577","sensor","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row1.Left.IsOpen,"3575","actuator","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row2,"4604","branch","","","","","Second row doors","","",""
Vehicle.Cabin.Door.Row2.Right,"4608","branch","","","","","Right second row door","","",""
Vehicle.Cabin.Door.Row2.Right.IsChildLockActive,"3608","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row2.Right.IsLocked,"3603","actuator","boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row2.Right.Shade,"4610","branch","","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row2.Right.Shade.Position,"3610","actuator","uint8","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row2.Right.Shade.Switch,"3609","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row2.Right.Window,"4609","branch","","","","","Door window status","","",""
Vehicle.Cabin.Door.Row2.Right.Window.Position,"3605","sensor","uint8","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row2.Right.Window.ChildLock,"3606","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row2.Right.Window.Switch,"3607","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row2.Right.Window.isOpen,"3604","sensor","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row2.Right.IsOpen,"3602","actuator","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row2.Left,"4605","branch","","","","","Left second row door","","",""
Vehicle.Cabin.Door.Row2.Left.IsChildLockActive,"3599","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row2.Left.IsLocked,"3594","actuator","boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row2.Left.Shade,"4607","branch","","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row2.Left.Shade.Position,"3601","actuator","uint8","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row2.Left.Shade.Switch,"3600","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row2.Left.Window,"4606","branch","","","","","Door window status","","",""
Vehicle.Cabin.Door.Row2.Left.Window.Position,"3596","sensor","uint8","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row2.Left.Window.ChildLock,"3597","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row2.Left.Window.Switch,"3598","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row2.Left.Window.isOpen,"3595","sensor","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row2.Left.IsOpen,"3593","actuator","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row3,"4611","branch","","","","","Third row doors","","",""
Vehicle.Cabin.Door.Row3.Right,"4615","branch","","","","","Right third row door","","",""
Vehicle.Cabin.Door.Row3.Right.IsChildLockActive,"3626","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row3.Right.IsLocked,"3621","actuator","boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row3.Right.Shade,"4617","branch","","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row3.Right.Shade.Position,"3628","actuator","uint8","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row3.Right.Shade.Switch,"3627","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row3.Right.Window,"4616","branch","","","","","Door window status","","",""
Vehicle.Cabin.Door.Row3.Right.Window.Position,"3623","sensor","uint8","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row3.Right.Window.ChildLock,"3624","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row3.Right.Window.Switch,"3625","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row3.Right.Window.isOpen,"3622","sensor","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row3.Right.IsOpen,"3620","actuator","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row3.Left,"4612","branch","","","","","Left third row door","","",""
Vehicle.Cabin.Door.Row3.Left.IsChildLockActive,"3617","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row3.Left.IsLocked,"3612","actuator","boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row3.Left.Shade,"4614","branch","","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row3.Left.Shade.Position,"3619","actuator","uint8","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row3.Left.Shade.Switch,"3618","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row3.Left.Window,"4613","branch","","","","","Door window status","","",""
Vehicle.Cabin.Door.Row3.Left.Window.Position,"3614","sensor","uint8","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row3.Left.Window.ChildLock,"3615","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row3.Left.Window.Switch,"3616","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row3.Left.Window.isOpen,"3613","sensor","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row3.Left.IsOpen,"3611","actuator","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row4,"4618","branch","","","","","Fourth row doors","","",""
Vehicle.Cabin.Door.Row4.Right,"4622","branch","","","","","Right fourth row door","","",""
Vehicle.Cabin.Door.Row4.Right.IsChildLockActive,"3644","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row4.Right.IsLocked,"3639","actuator","boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row4.Right.Shade,"4624","branch","","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row4.Right.Shade.Position,"3646","actuator","uint8","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row4.Right.Shade.Switch,"3645","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row4.Right.Window,"4623","branch","","","","","Door window status","","",""
Vehicle.Cabin.Door.Row4.Right.Window.Position,"3641","sensor","uint8","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row4.Right.Window.ChildLock,"3642","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row4.Right.Window.Switch,"3643","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row4.Right.Window.isOpen,"3640","sensor","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row4.Right.IsOpen,"3638","actuator","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row4.Left,"4619","branch","","","","","Left fourth row door","","",""
Vehicle.Cabin.Door.Row4.Left.IsChildLockActive,"3635","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row4.Left.IsLocked,"3630","actuator","boolean","","","","Is door locked or unlocked. True = Locked. False = Unlocked.","","",""
Vehicle.Cabin.Door.Row4.Left.Shade,"4621","branch","","","","","Side window shade","","",""
Vehicle.Cabin.Door.Row4.Left.Shade.Position,"3637","actuator","uint8","percent","0","100","Position of side window blind. 0 = Fully retracted. 100 = Fully deployed.","","",""
Vehicle.Cabin.Door.Row4.Left.Shade.Switch,"3636","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row4.Left.Window,"4620","branch","","","","","Door window status","","",""
Vehicle.Cabin.Door.Row4.Left.Window.Position,"3632","sensor","uint8","percent","0","100","Window position. 0 = Fully closed 100 = Fully opened.","","",""
Vehicle.Cabin.Door.Row4.Left.Window.ChildLock,"3633","sensor","boolean","","","","Is door child lock engaged. True = Engaged. False = Disengaged.","","",""
Vehicle.Cabin.Door.Row4.Left.Window.Switch,"3634","actuator","string","","","","Switch controlling sliding action such as window, sunroof, or blind.","Inactive / Close / Open / OneShotClose / OneShotOpen","",""
Vehicle.Cabin.Door.Row4.Left.Window.isOpen,"3631","sensor","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.Door.Row4.Left.IsOpen,"3629","actuator","boolean","","","","Is door open or closed","","",""
Vehicle.Cabin.HVAC,"4560","branch","","","","","Climate control","","",""
Vehicle.Cabin.HVAC.Row1,"4561","branch","","","","","Frontmost row HVAC.","","",""
Vehicle.Cabin.HVAC.Row1.Right,"4563","branch","","","","","Frontmost row right HVAC.","","",""
Vehicle.Cabin.HVAC.Row1.Right.FanSpeed,"3501","actuator","uint8","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row1.Right.Temperature,"3502","actuator","int8","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row1.Right.AirDistribution,"3503","actuator","string","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row1.Left,"4562","branch","","","","","Frontmost row left HVAC.","","",""
Vehicle.Cabin.HVAC.Row1.Left.FanSpeed,"3498","actuator","uint8","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row1.Left.Temperature,"3499","actuator","int8","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row1.Left.AirDistribution,"3500","actuator","string","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row2,"4564","branch","","","","","Second row HVAC.","","",""
Vehicle.Cabin.HVAC.Row2.Right,"4566","branch","","","","","Second row right HVAC.","","",""
Vehicle.Cabin.HVAC.Row2.Right.FanSpeed,"3507","actuator","uint8","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row2.Right.Temperature,"3508","actuator","int8","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row2.Right.AirDistribution,"3509","actuator","string","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row2.Left,"4565","branch","","","","","Second row left HVAC.","","",""
Vehicle.Cabin.HVAC.Row2.Left.FanSpeed,"3504","actuator","uint8","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row2.Left.Temperature,"3505","actuator","int8","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row2.Left.AirDistribution,"3506","actuator","string","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row3,"4567","branch","","","","","Third row HVAC.","","",""
Vehicle.Cabin.HVAC.Row3.Right,"4569","branch","","","","","Third row right HVAC.","","",""
Vehicle.Cabin.HVAC.Row3.Right.FanSpeed,"3513","actuator","uint8","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row3.Right.Temperature,"3514","actuator","int8","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row3.Right.AirDistribution,"3515","actuator","string","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row3.Left,"4568","branch","","","","","Third row left HVAC.","","",""
Vehicle.Cabin.HVAC.Row3.Left.FanSpeed,"3510","actuator","uint8","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row3.Left.Temperature,"3511","actuator","int8","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row3.Left.AirDistribution,"3512","actuator","string","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row4,"4570","branch","","","","","Fourth row HVAC.","","",""
Vehicle.Cabin.HVAC.Row4.Right,"4572","branch","","","","","Fourth row right HVAC.","","",""
Vehicle.Cabin.HVAC.Row4.Right.FanSpeed,"3519","actuator","uint8","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row4.Right.Temperature,"3520","actuator","int8","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row4.Right.AirDistribution,"3521","actuator","string","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.Row4.Left,"4571","branch","","","","","Fourth row left HVAC.","","",""
Vehicle.Cabin.HVAC.Row4.Left.FanSpeed,"3516","actuator","uint8","percent","0","100","Fan Speed, 0 = off. 100 = max","","",""
Vehicle.Cabin.HVAC.Row4.Left.Temperature,"3517","actuator","int8","celsius","-50","50","Temperature","","",""
Vehicle.Cabin.HVAC.Row4.Left.AirDistribution,"3518","actuator","string","","","","Direction of airstream","up / middle / down","",""
Vehicle.Cabin.HVAC.AmbientAirTemperature,"3526","sensor","float","celsius","","","Ambient air temperature","","",""
Vehicle.Cabin.HVAC.IsRearDefrosterActive,"3524","actuator","boolean","","","","Is rear defroster active.","","",""
Vehicle.Cabin.HVAC.IsRecirculationActive,"3522","actuator","boolean","","","","Is recirculation active.","","",""
Vehicle.Cabin.HVAC.IsFrontDefrosterActive,"3523","actuator","boolean","","","","Is front defroster active.","","",""
Vehicle.Cabin.HVAC.IsAirConditioningActive,"3525","actuator","boolean","","","","Is Air conditioning active.","","",""
Vehicle.Cabin.Infotainment,"4573","branch","","","","","Infotainment system","","",""
Vehicle.Cabin.Infotainment.Media,"4574","branch","","","","","All Media actions","","",""
Vehicle.Cabin.Infotainment.Media.Action,"3527","actuator","string","","","","Tells if the media was","unknown / Stop / Play / FastForward / FastBackward / SkipForward / SkipBackward","",""
Vehicle.Cabin.Infotainment.Media.SelectedURI,"3534","actuator","string","","","","URI of suggested media that was selected","","",""
Vehicle.Cabin.Infotainment.Media.Volume,"3535","actuator","uint8","","0","100","Current Media Volume","","",""
Vehicle.Cabin.Infotainment.Media.DeclinedURI,"3533","sensor","string","","","","URI of suggested media that was declined","","",""
Vehicle.Cabin.Infotainment.Media.Played,"4575","branch","","","","","Collection of signals updated in concert when a new media is played","","",""
Vehicle.Cabin.Infotainment.Media.Played.Album,"3530","sensor","string","","","","Name of album being played","","",""
Vehicle.Cabin.Infotainment.Media.Played.Source,"3528","actuator","string","","","","Media selected for playback","unknown / SiriusXM / AM / FM / DAB / TV / CD / DVD / AUX / USB / Disk / Bluetooth / Internet / Voice / Beep","",""
Vehicle.Cabin.Infotainment.Media.Played.Track,"3531","sensor","string","","","","Name of track being played","","",""
Vehicle.Cabin.Infotainment.Media.Played.URI,"3532","sensor","string","","","","User Resource associated with the media","","",""
Vehicle.Cabin.Infotainment.Media.Played.Artist,"3529","sensor","string","","","","Name of artist being played","","",""
Vehicle.Cabin.Infotainment.Navigation,"4576","branch","","","","","All navigation actions","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation,"4578","branch","","","","","The current latitude and longitude of the vehicle.","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Altitude,"3542","sensor","Double","m","","","Current elevation of the position in meters.","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Longitude,"3539","sensor","Double","degrees","-180","180","Current longitude of vehicle, as reported by GPS.","","",""
Vehicle.Cabin.Infotainment.Navigation.CurrentLocation.Latitude,"3538","sensor","Double","degrees","-90","90","Current latitude of vehicle, as reported by GPS.","","",""
